ComID,Committee,IE,pctie,ieprodfl,ieprorpm,ieother,candall,canddfl,candrpm,partyall,partydfl,partyrpm
30035,UAW Minn State CAP Council Political Fd,,,,,,"$3,800.00 ","$3,800.00 ",,,,
30563,Bois Forte Political Education Fund,,,,,,"$3,650.00 ","$3,650.00 ",,"$59,450.00 ","$52,450.00 ","$7,000.00 "
30324,MSCA-PAC,,,,,,"$3,450.00 ","$1,050.00 ","$2,400.00 ",,,
30191,VOTE - 66,,,,,,"$3,250.00 ","$3,250.00 ",,"$15,350.00 ","$15,350.00 ",
30610,Pile Drivers PAC Fund,,,,,,"$3,250.00 ","$3,250.00 ",,$250.00 ,$250.00 ,
30639,Friends of MN School Bus Operators Assn,,,,,,"$3,200.00 ","$1,000.00 ","$2,200.00 ","$2,200.00 ","$1,000.00 ","$1,200.00 "
40086,Aitkin County DFL Club,,,,,,"$3,010.00 ","$3,010.00 ",,"$3,350.00 ","$3,350.00 ",
30137,BAM-PAC,,,,$460.35 ,,"$3,000.00 ","$1,350.00 ","$1,650.00 ","$33,880.00 ","$16,630.00 ","$17,250.00 "
40941,WAMP,,,,,,"$3,000.00 ","$3,000.00 ",,$325.00 ,$325.00 ,
30221,Southern Minn Beet Sugar Cooperative PAC,,,,,,"$3,000.00 ","$1,000.00 ","$2,000.00 ",$200.00 ,,$200.00 
30138,CARE / PAC,,,,,,"$2,850.00 ","$2,600.00 ",$250.00 ,"$104,675.00 ","$50,975.00 ","$53,700.00 "
30217,Dul Bldg Trades Vol Party Fund,,,,,,"$2,800.00 ","$2,800.00 ",,"$3,050.00 ","$3,050.00 ",
30550,Suburban School Emp Local 284 Pol Act Fund,,,,,,"$2,750.00 ","$2,750.00 ",,"$7,798.00 ","$7,798.00 ",
30574,Police Officers Alliance of MN Pol Action Fund,,,,,,"$2,750.00 ","$2,500.00 ",$250.00 ,,,
30342,Maslon Edelman Borman & Brand Pol Action Comm,,,,,,"$2,750.00 ",,,,,
40996,Leaders Aligned for Health Care,,,,,,"$2,700.00 ","$1,500.00 ",$200.00 ,"$9,975.00 ","$7,200.00 ","$2,775.00 "
30195,MN Retailers IMPACT (fka Mn Retail Pol Advocacy Fd),,,,,,"$2,650.00 ",$750.00 ,"$1,900.00 ","$12,425.00 ","$3,800.00 ","$8,625.00 "
30337,Health Partners Civic Affairs Council,,,,,,"$2,600.00 ","$1,200.00 ","$1,400.00 ","$11,175.00 ","$4,450.00 ","$6,725.00 "
30205,Bowling Political Action Committee,,,,,,"$2,600.00 ",$200.00 ,"$2,400.00 ","$1,100.00 ",,"$1,100.00 "
30609,East Metro ASC LLC PAC (fka Minn Ambulatory Surgery Center Assoc),,,,,,"$2,500.00 ","$1,000.00 ","$1,500.00 ","$10,500.00 ","$3,000.00 ","$7,500.00 "
30176,Principals Action League,,,,,,"$2,500.00 ","$2,500.00 ",,"$2,750.00 ","$2,250.00 ",$500.00 
40975,PROGRESSPPAC,,,,,,"$2,500.00 ",$500.00 ,,,,
40809,Friends of the Minn Zoo,,,,,,"$2,450.00 ","$1,700.00 ",$750.00 ,"$2,800.00 ",$750.00 ,"$2,050.00 "
41032,Resource Party,,,,,,"$2,313.00 ",,,,,
30209,IAFF-Local #1935 PAC,,,,,,"$2,300.00 ","$2,300.00 ",,,,
30596,AFSCME Local 1842 City of St Paul Technicians,,,,,,"$2,250.00 ","$2,250.00 ",,,,
70014,Insurance Federation Political Action Comm,,,,,,"$2,175.00 ",$650.00 ,"$1,525.00 ","$9,600.00 ","$3,200.00 ","$6,400.00 "
30120,SOF-PAC,,,,,,"$2,150.00 ",$350.00 ,"$1,800.00 ","$17,100.00 ","$3,700.00 ","$13,400.00 "
30614,Carpenters Local 464 Political Fund,,,,,,"$2,125.00 ","$2,125.00 ",,$970.00 ,$970.00 ,
30548,Carpenters Union Local #87 PAF,,,,,,"$2,100.00 ","$2,100.00 ",,"$3,300.00 ","$3,300.00 ",
41012,Republican Liberty Caucus of Minn,"$4,925.65 ",65.45148924,,"$4,925.65 ",,"$2,100.00 ",,"$2,100.00 ",$500.00 ,,$500.00 
70017,Minneapolis Downtown Council PAC,,,,,,"$2,100.00 ","$2,100.00 ",,,,
41036,Pass the Minnesota Health Plan,,,,,,"$2,070.00 ","$2,070.00 ",,$800.00 ,$800.00 ,
70024,Aging Services of Minn (fka MHHA PAC),,,,,,"$2,050.00 ","$1,200.00 ",$850.00 ,"$44,450.00 ","$21,700.00 ","$22,750.00 "
70001,Minn Chamber of Commerce Leadership Fd,"$110,173.57 ",18.97177516,"$15,693.39 ","$217,377.25 ",,"$2,000.00 ",$500.00 ,"$1,500.00 ","$111,350.00 ",$950.00 ,"$110,400.00 "
70052,SMART PAC,,,,,,"$2,000.00 ","$2,000.00 ",,"$14,500.00 ","$7,500.00 ","$7,000.00 "
70050,MN HomeCare PAC,,,,,,"$2,000.00 ","$1,750.00 ",$250.00 ,"$8,600.00 ","$5,350.00 ","$3,250.00 "
40914,Mining Industry Leadership Fund,,,,,,"$2,000.00 ","$2,000.00 ",,"$7,500.00 ","$2,500.00 ","$5,000.00 "
30615,Millwrights Local 1348 PAC,,,,,,"$2,000.00 ","$2,000.00 ",,"$3,750.00 ","$3,750.00 ",
30586,AFSCME Local 2822 Political Action,,,,,,"$2,000.00 ","$2,000.00 ",,,,
30619,Federal Express Minn State Fund,,,,,,"$1,900.00 ",$300.00 ,"$1,600.00 ","$14,500.00 ",,"$14,500.00 "
80013,COLL PAC,,,,,,"$1,900.00 ",$650.00 ,"$1,250.00 ","$5,650.00 ","$2,200.00 ","$3,450.00 "
30600,Carpenters Local 930 PAC,,,,,,"$1,900.00 ","$1,700.00 ",,,,
70026,Take Action PAC,"$92,946.47 ",79.8681554,"$164,196.47 ",,,"$1,896.67 ","$1,896.67 ",,"$7,022.74 ","$7,022.74 ",
30033,Plumbers Local Union #15 COPE Account,,,,,,"$1,850.00 ","$1,850.00 ",,"$14,367.00 ","$14,367.00 ",
30640,Dominium Political Fund,,,,,,"$1,550.00 ","$1,550.00 ",,"$1,000.00 ","$1,000.00 ",
30204,AFSCME,"$5,340.00 ",0.230402021,"$63,527.00 ",,,"$1,500.00 ","$1,500.00 ",,"$732,580.00 ","$732,580.00 ",
41046,Jacobson Buffalo PAC,,,,,,"$1,500.00 ",$400.00 ,"$1,100.00 ","$2,550.00 ","$1,050.00 ","$1,500.00 "
80014,Printing Industries Political Action Committee,,,,,,"$1,500.00 ",$550.00 ,$950.00 ,"$2,150.00 ",$750.00 ,"$1,400.00 "
40794,Taxpayers League MN Victory Fund,,,$982.78 ,"$84,139.53 ",,"$1,500.00 ",,"$1,500.00 ","$1,050.00 ",,"$1,050.00 "
40555,Bike PAC,,,,"$2,226.18 ",,"$1,500.00 ",$500.00 ,"$1,000.00 ",,,
70046,MIFSC PAC (MN Insurance & Financial Services Council),,,,,,"$1,400.00 ",$450.00 ,$950.00 ,"$6,000.00 ","$5,000.00 ","$1,000.00 "
40985,Excelsior Energy Inc PAC,,,,,,"$1,400.00 ","$1,150.00 ",$250.00 ,"$4,150.00 ","$2,600.00 ","$1,550.00 "
40872,Rural Minn Preservation,"$24,466.47 ",94.58758771,"$52,852.42 ",,,"$1,400.00 ","$1,400.00 ",,,,
40417,Hammel Green & Abrahamson Inc PAC,,,,,,"$1,325.00 ","$1,325.00 ",,$250.00 ,,$250.00 
30341,School Lunch Bunch,,,,,,"$1,250.00 ","$1,250.00 ",,"$3,800.00 ","$3,000.00 ",$800.00 
40875,Minnesotans for Lower Taxes,,,,,,"$1,250.00 ",,"$1,250.00 ","$1,200.00 ",,"$1,200.00 "
30170,Bemidji Central Labor Body AFL-CIO Pol Fund,,,,,,"$1,200.00 ","$1,200.00 ",,$600.00 ,$600.00 ,
30136,Education Minn - Osseo PAC,,,,,,"$1,150.00 ","$1,150.00 ",,$950.00 ,$950.00 ,
30552,NARAL Pro-Choice Minn Election Fund,"$14,828.59 ",81.57172806,"$16,436.05 ","$2,885.27 ",,"$1,150.00 ","$1,150.00 ",,,,
40916,White Earth PAC,,,,,,"$1,100.00 ",,"$1,100.00 ","$1,850.00 ",$450.00 ,"$1,400.00 "
30135,Minn Podiatry PAC,,,,,,"$1,100.00 ",$200.00 ,$900.00 ,$150.00 ,$150.00 ,
30652,Local 68 Political Action Fund,,,,,,"$1,020.00 ",$250.00 ,$270.00 ,"$4,170.00 ","$3,200.00 ",$970.00 
30624,Larkin Hoffman Political Fund,,,,,,"$1,000.00 ","$1,000.00 ",,"$18,250.00 ","$9,250.00 ","$9,000.00 "
30649,Unidos Votamos - United We Vote,,,,,,"$1,000.00 ","$1,000.00 ",,"$3,000.00 ","$3,000.00 ",
40979,Rochester Citizens Coalition,,,,,,"$1,000.00 ","$1,000.00 ",,$750.00 ,$750.00 ,
40507,Painters Union Local No 61 Political Action,$0.00 ,0,$0.00 ,,,"$1,000.00 ","$1,000.00 ",,,,
40896,Kandiyohi Co Business Leadership Fund,,,,,,"$1,000.00 ",,"$1,000.00 ",,,
41033,9th Judicial District Committee,$15.84 ,1.687835649,,,$15.84 ,$922.64 ,,,,,
70028,Burnsville Chamber PAC,$760.00 ,45.44095665,,"$2,608.60 ",,$912.50 ,,$912.50 ,,,
40945,MIDLAC,,,,,,$900.00 ,$400.00 ,$500.00 ,"$2,200.00 ","$2,200.00 ",
40961,USW Local 264 PAC,,,,,,$900.00 ,$900.00 ,,,,
41001,UFCW Active Ballot Club,,,,,,$850.00 ,$850.00 ,,"$106,500.00 ","$106,500.00 ",
40269,Co-op PAC (fka MAC-PAC),,,,,,$800.00 ,$200.00 ,$600.00 ,"$4,150.00 ","$2,100.00 ","$2,050.00 "
40523,Electricians Local 242 IBEW PAC,,,,,,$800.00 ,$800.00 ,,$250.00 ,$250.00 ,
30560,So Dakota Cty Labor Council COPE Fund,,,,,,$800.00 ,$800.00 ,,,,
40281,ARC PAC of Minn,,,,,,$750.00 ,$750.00 ,,,,
41041,RYPAC,,,,,,$750.00 ,$750.00 ,,,,
80010,MN Utility Investors Pol Action Fund,,,,,,$700.00 ,$200.00 ,$500.00 ,"$1,250.00 ",$150.00 ,"$1,100.00 "
41040,MPA Political Action Committee,,,,,,$700.00 ,$700.00 ,,"$1,000.00 ",$500.00 ,$500.00 
80030,IUPAT District Council 82 PAC,,,,,,$700.00 ,$700.00 ,,,,
70041,HRC Minnesota PAC,,,,,,$658.04 ,$658.04 ,,"$39,353.83 ","$39,353.83 ",
40919,Minn Thoroughbred Assn PAC Fund,,,,,,$650.00 ,,$650.00 ,"$1,300.00 ",$250.00 ,"$1,050.00 "
30553,Minn CAP-PAC,,,,,,$600.00 ,$400.00 ,$200.00 ,"$3,850.00 ","$2,500.00 ","$1,350.00 "
40192,Minn Architects Political Action Comm,,,,,,$600.00 ,$600.00 ,,"$2,300.00 ","$1,500.00 ",$800.00 
40761,Volunteer Fire Fighter Political Committee,,,,,,$600.00 ,$600.00 ,,"$1,650.00 ","$1,650.00 ",
80020,Sierra Club Political Committee,"$39,339.72 ",87.56809169,"$91,394.14 ","$11,612.96 ",,$600.00 ,$600.00 ,,$125.00 ,$125.00 ,
80026,Minn Assoc of Professional Employees Political Fund,"$33,984.88 ",7.813606175,"$33,984.88 ",,,$500.00 ,$500.00 ,,"$142,500.00 ","$142,500.00 ",
40401,Local 1833 Political Fund IAMAW,,,,,,$500.00 ,$500.00 ,,"$5,654.20 ","$5,654.20 ",
70043,Minn Funeral Services PAC,,,,,,$500.00 ,$500.00 ,,"$5,400.00 ","$3,200.00 ","$2,200.00 "
70049,PCI Minnesota Political Action Committee,,,,,,$500.00 ,,$500.00 ,"$3,300.00 ","$1,000.00 ","$2,300.00 "
41094,Clean Energy PAC of Iberdrola Renewables LLC,,,,,,$500.00 ,,$500.00 ,"$2,000.00 ","$1,500.00 ",$500.00 
70035,NRA Political Victory Fund,"$58,705.85 ",98.32512225,$39.46 ,"$161,639.20 ","$1,313.09 ",$500.00 ,$500.00 ,,$500.00 ,,$500.00 
40987,Tenth Judicial District Evaluation Committee,$460.80 ,47.96003331,,,$460.80 ,$500.00 ,,,,,
70038,Minn Farm Bureau PAC,,,,,,$500.00 ,,$500.00 ,,,
40752,AFSCME Local 2508 Political,,,,,,$500.00 ,$500.00 ,,,,
30306,Alarm PAC,,,,,,$500.00 ,,$500.00 ,,,
40962,Gay and Lesbian Victory Fund,,,,,,$500.00 ,$500.00 ,,,,
40974,Young Progressive Majority MN,,,,,,$500.00 ,$500.00 ,,,,
40976,Citizens for Honest Government,,,"$1,775.00 ",,,$500.00 ,,$500.00 ,,,
30607,Service Employees Local 63,,,,,,$500.00 ,$500.00 ,,,,
80007,MUCA PAC (Minn Utility Contractors Assn),,,,,,$500.00 ,$500.00 ,,,,
41011,Patriot PAC,,,,,,$500.00 ,,$500.00 ,,,
30064,Local 28 Political Fund,,,,,,$450.00 ,$450.00 ,,"$60,350.00 ","$60,350.00 ",
40537,Waste Management PAC of Minn,,,,,,$450.00 ,$250.00 ,$200.00 ,"$10,800.00 ","$5,300.00 ","$5,500.00 "
30260,Management Concerned for Public Education,,,,,,$450.00 ,$200.00 ,$250.00 ,"$5,775.00 ","$3,675.00 ","$2,100.00 "
40522,Building Trades C1-PAC Fund,,,,,,$450.00 ,$450.00 ,,"$1,450.00 ","$1,450.00 ",
40927,Progressive Action Duluth,,,,,,$450.00 ,$450.00 ,,,,
70021,Minn NOW PAC,,,,,,$416.00 ,$416.00 ,,,,
40953,Milk Producers PAC,,,,,,$400.00 ,,$400.00 ,"$4,200.00 ","$2,300.00 ","$1,900.00 "
30350,Iron Range Bldg Trades-PAF,,,,,,$400.00 ,$400.00 ,,"$1,550.00 ","$1,550.00 ",
30343,AFSCME Local 2938,,,,,,$400.00 ,$400.00 ,,,,
40840,Hennepin Cty Probation & Parole Officers Union,,,,,,$400.00 ,$400.00 ,,,,
40171,Duluth Women's Republican Club,,,,,,$399.66 ,,$399.66 ,,,
70039,Democrats for Life of Minnesota,,,$266.04 ,,,$354.76 ,$354.76 ,,,,
40792,Fryberger Buchanan Smith & Frederick PAC,,,,,,$350.00 ,$350.00 ,,"$1,200.00 ",$900.00 ,$300.00 
40634,Stonewall DFL (The),,,$997.38 ,,,$300.00 ,$300.00 ,,"$8,656.08 ","$8,656.08 ",
30243,AFSCME Local 8 People Fund,,,,,,$300.00 ,$300.00 ,,"$1,600.00 ","$1,600.00 ",
30024,Local S-6 IAFF Political Fund,,,,,,$300.00 ,$300.00 ,,$250.00 ,$250.00 ,
70032,Sensible Gun Laws,,,"$10,117.63 ",,,$280.54 ,$280.54 ,,$900.00 ,$900.00 ,
80017,MMGMA PAC,,,,,,$250.00 ,$250.00 ,,"$4,950.00 ","$2,600.00 ","$2,350.00 "
41043,Minn Ambulatory Surgery Center Assn,,,,,,$250.00 ,,$250.00 ,"$2,750.00 ",,"$2,750.00 "
30273,Duluth Central Labor Body COPE Fund,,,,,,$250.00 ,$250.00 ,,"$2,536.00 ","$2,536.00 ",
70054,Minn Emergency Physicians Action Committee,,,,,,$250.00 ,$250.00 ,,$900.00 ,$700.00 ,$200.00 
41020,Hennepin County Deputies PAC (fka Hennepin Cnty Law Enfcmt PAC),,,,,,$250.00 ,$250.00 ,,,,
70019,Ed Action,,,"$1,275.00 ","$1,275.00 ",,$250.00 ,,$250.00 ,,,
30613,Ewald Political Fund,,,,,,$200.00 ,$200.00 ,,"$4,000.00 ","$2,500.00 ","$1,500.00 "
41003,East Central Taxpayers,"$4,300.00 ",95.55555556,,"$4,300.00 ",,$200.00 ,,$200.00 ,,,
30179,"Branch 28, NALC Political Action Fund",,,,,,$150.00 ,$150.00 ,,"$6,868.34 ","$6,868.34 ",
41081,North Star Project,,,,,,$150.00 ,$150.00 ,,,,
40967,Senate District 30 Fund,,,,,,$139.14 ,$139.14 ,,$600.00 ,$600.00 ,
40815,DRIVE- Democrat Republican Ind. Voter Edu.,,,,,,,,,"$162,000.00 ","$162,000.00 ",
30151,Retired Peoples Political Action Fund,,,,,,,,,"$46,000.00 ","$23,000.00 ","$23,000.00 "
41083,Count Them All Properly,,,,,,,,,"$27,000.00 ",,"$27,000.00 "
30581,CHG PAC,,,,,,,,,"$21,100.00 ","$7,600.00 ","$13,500.00 "
70033,OutFront Minnesota Action,"$3,726.94 ",10.84859691,"$3,726.94 ",,,,,,"$20,900.00 ","$20,900.00 ",
40950,Midwest Values PAC - MN,,,,,,,,,"$19,675.00 ","$19,675.00 ",
30606,UNITE HERE TIP State and Local Fund-MN,,,,,,,,,"$15,000.00 ","$15,000.00 ",
80015,MAMBI PAC,,,,,,,,,"$8,500.00 ","$3,500.00 ","$5,000.00 "
40787,Citizens for Effective Government,,,"$8,938.92 ",,"$16,973.83 ",,,,"$5,000.00 ","$5,000.00 ",
40913,Windingstad Political Action,,,,,,,,,"$4,274.35 ","$4,274.35 ",
30228,Lawyers Public Affairs Commission (LawPAC),,,,,,,,,"$4,000.00 ","$2,000.00 ","$2,000.00 "
40984,SD 19 DFL Food Booth,,,,,,,,,"$3,870.40 ","$3,870.40 ",
80011,MCEA Political Action Committee,,,,,,,,,"$3,150.00 ","$2,050.00 ","$1,100.00 "
41074,Edina Democrats,,,,,,,,,"$2,557.76 ","$2,557.76 ",
30313,Best & Flanagan Political Fund,,,,,,,,,"$2,250.00 ","$2,250.00 ",
41017,Midcontinent Communications MN PAC,,,,,,,,,"$2,100.00 ","$1,000.00 ","$1,100.00 "
40839,Minn Electrical Assn PAC,,,,,,,,,"$1,800.00 ",$750.00 ,"$1,050.00 "
30168,DFL Feminist Caucus - Candidates Fund,,,,,,,,,"$1,632.00 ","$1,632.00 ",
30556,St Paul Area Chamber of Commerce PAC,$66.67 ,0.528427866,"$9,579.84 ",$11.11 ,,,,,"$1,550.00 ",,"$1,550.00 "
30088,AFL-CIO Southeast Central Labor Council,"$4,401.18 ",42.0724293,"$4,401.18 ",,,,,,"$1,500.00 ","$1,500.00 ",
40683,Automotive Service Political Action Committee,,,,,,,,,"$1,300.00 ","$1,000.00 ",$300.00 
70040,Minn Electrical Industry Pol Action Comm,,,,,,,,,"$1,250.00 ",$500.00 ,$750.00 
40824,Minn New Democrat Political Action Comm,,,,,,,,,"$1,030.10 ","$1,030.10 ",
70030,Minn Service Cooperatives PAC,,,,,,,,,"$1,000.00 ",$500.00 ,$500.00 
40978,MADC Political Fund (fka MN Assn of Deaf Citizens Inc),,,,,,,,,$800.00 ,,$800.00 
40977,Medical Transportation PAC,,,,,,,,,$750.00 ,$500.00 ,$250.00 
30194,Iron Range Labor Assembly Legislative Fund,,,,,,,,,$700.00 ,$700.00 ,
30041,USW LU 1938 PAC,,,,,,,,,$600.00 ,$600.00 ,
30655,IATSE Local #13 PAC Fund,,,,,,,,,$350.00 ,$350.00 ,
30089,Minn Operators of Music and Amusement PF,,,,,,,,,$295.04 ,$295.04 ,
40986,5th Judicial District Republican Committee,,,,,,,,,$252.00 ,,$252.00 
30559,ARM - Political Action Comm,,,,,,,,,$250.00 ,$250.00 ,
41013,Republican Metropolitan Committee,,,,,,,,,$250.00 ,,$250.00 
80019,MHHP - PAF,,,,,,,,,$200.00 ,$200.00 ,
40245,U of M Faculty Candidate Support Committee,,,,,,,,,$200.00 ,,$200.00 
40943,Friends for Responsible Government,,,$504.96 ,,,,,,$162.25 ,$162.25 ,
40620,"McGrann,Shea,Franzen,Carnival,Straughn & Lamb",,,,,,,,,$150.00 ,,$150.00 
30086,Duluth Federation of Teachers Political Fund,,,,,,,,,$105.00 ,$105.00 ,
80024,Alliance for a Better Minnesota Action Fund,"$7,162,563.82 ",99.94083834,"$6,824,932.08 ","$8,758.83 ","$328,872.91 ",,,,,,
40989,Minnesota's Future,"$2,570,655.13 ",99.80587463,"$14,511.64 ","$2,376,693.92 ","$179,449.57 ",,,,,,
41035,MN FORWARD,"$1,413,096.34 ",100,"$12,206.08 ","$1,400,890.26 ",,,,,,,
70007,Coalition of MN Businesses PAC,"$866,890.84 ",97.54239623,,"$1,309,750.53 ",,,,,,,
41047,Pro Jobs Majority,"$774,939.76 ",98.72601689,"$45,400.00 ","$729,539.76 ",,,,,,,
30654,Public Safety Matters Campaign,"$277,239.21 ",100,"$277,239.21 ",,,,,,,,
30623,Working America Minn Political Committee,"$272,370.42 ",100,"$246,906.42 ",,"$25,464.00 ",,,,,,
30629,Impact Minnesota Political Fund,"$192,535.97 ",100,"$192,535.97 ",,,,,,,,
30628,"Planned Parenthood Minnesota, North Dakota, South Dakota Action Fund","$154,797.43 ",96.87103854,"$154,775.43 ",$0.00 ,$22.00 ,,,,,,
40933,Putting Minnesota First,"$140,850.48 ",100,"$195,405.51 ","$25,191.30 ",,,,,,,
41050,Vote Racino Now Committee,"$121,761.36 ",100,"$33,023.86 ","$88,737.50 ",,,,,,,
41051,Minnesota Future LLC,"$116,492.00 ",8.652131017,,"$116,492.00 ",,,,,,,
30632,Minnesota - America Votes,"$109,432.93 ",100,"$109,432.93 ",,,,,,,,
30656,National Assn of Realtors Fund,"$95,179.55 ",100,,"$95,179.55 ",,,,,,,
80012,Planned Parenthood of Minn Pol Action Fund,"$60,088.70 ",75.12148591,"$147,697.15 ",,,,,,,,
30635,Housing First,"$55,256.41 ",75.94713648,"$1,981.80 ","$53,274.61 ",,,,,,,
30634,Greater Minnesota Votes,"$45,921.19 ",100,"$43,721.19 ",,"$2,200.00 ",,,,,,
30637,Somali Action Alliance Political Fund,"$44,374.96 ",100,"$44,374.96 ",,,,,,,,
41005,Edinans for Erhardt,"$39,681.57 ",79.42359724,"$39,681.57 ",,,,,,,,
30636,TakeAction Political Fund,"$38,439.25 ",9.860971949,"$38,439.25 ",,,,,,,,
30657,Americans for Tax Reform Political Fund,"$30,915.00 ",100,,"$30,915.00 ",,,,,,,
40837,Local Action Political Action Committee,"$29,591.26 ",100,"$2,997.47 ","$29,591.26 ",,,,,,,
41045,Committee to Stop Wasteful Spending,"$28,820.90 ",90.39358244,,"$28,820.90 ",,,,,,,
30647,CMVC Fund (Conservation MN Voter Center),"$27,177.69 ",100,"$27,177.69 ",,,,,,,,
80018,Clean Water Action Voter Education Project,"$23,313.71 ",79.53176176,"$82,915.04 ",$45.81 ,$71.76 ,,,,,,
30633,OutFront MN Action Independent Expenditure Fund,"$19,551.13 ",100,"$19,551.13 ",,,,,,,,
41088,A Stronger Minnesota,"$18,827.55 ",100,,"$18,827.55 ",,,,,,,
41093,America Votes Action Fund - Minnesota,"$15,875.62 ",100,"$15,875.62 ",,,,,,,,
41092,Progressive Kick IE,"$12,772.07 ",27.69368506,"$12,772.07 ",,,,,,,,
41089,Women's Victory Fund (Women PAC),"$9,643.77 ",100,,"$9,643.77 ",,,,,,,
30638,NARAL Pro-Choice Minnesota,"$7,876.84 ",100,"$7,876.84 ",,,,,,,,
30659,Next Minnesota Inc,"$6,106.24 ",100,"$4,404.76 ","$1,701.48 ",,,,,,,
30627,Clean Water Action Independent Fund,"$4,075.25 ",100,"$3,815.34 ",$259.91 ,,,,,,,
30650,Minnesota Momentum,"$2,232.26 ",100,"$1,232.88 ",$999.38 ,,,,,,,
41084,Minneapolis Democrats for Truth,"$2,031.26 ",100,,"$2,031.26 ",,,,,,,
80006,MWL Voter Outreach Political Fund,"$1,017.66 ",100,,,"$9,137.28 ",,,,,,
41038,Southern Minnesota Conservative Alliance,$948.17 ,100,,$948.17 ,,,,,,,
30631,HRC Equality Votes Minnesota,$430.11 ,0.329762813,$430.11 ,,,,,,,,
41073,2012 Fund,$0.00 ,0,$0.00 ,,,,,,,,
99999,2010/2012 Funds,,0,,,,,,,,,
70045,Minneapolis Regional Chamber of Commerce PAC,,,,,,,,,,,
41090,Minn Organization of Republican Veterans (MORVets),,,,,,,,,,,
41091,MGFA Political Committee,,,,,,,,,,,
70025,Red Wing Area Business Leadership Council,,,,,,,,,,,
41028,Faithful Citizens Political Fund,,,,,,,,,,,
41096,Draft Hann for Governor,,,,,,,,,,,
40909,Legacy Project for Political Empowerment,,,,,,,,,,,
40833,Business PAC of Central MN,,,,,,,,,,,
40822,Choice Voter,,,,,,,,,,,
30580,D B I - E - PAG,,,,,,,,,,,
70031,Dakota Cnty Regional Chamber Leadership Fund,,,,,,,,,,,
30567,BCA Agents Political Fund,,,,,,,,,,,
80025,2010 Fund,,,,,,,,,,,
40276,Paper Allied-Ind Chem & Energy Workers Intl Union,,,,,,,,,,,
30641,TEMPO Political Fund,,,,,,,,,,,
41072,Minn Young DFL,,,,,,,,,,,
30576,CWA Local 7250 Political Fund,,,,,,,,,,,
41097,RYPAC,,,,,,,,,,,
40066,GOP FC PAC,,,"$3,275.40 ","$11,259.20 ",,,,,,,
40980,People United For Freedom,,,,,,,,,,,
40930,Log Cabin Republicans of Minnesota,,,,,,,,,,,
40910,Austin Chamber Business Leadership Committee,,,,,,,,,,,
40903,Grand Rapids Area Chamber of Commerce PAC,,,,,,,,,,,
40855,Constitution Party of Minn,,,,,,,,,,,
40835,21st Century Democrats,,,,,,,,,,,
40713,MAIDA (Minn Asian-Indian Democratic Assoc),,,,,,,,,,,
40491,D&T Better Government Committee,,,,,,,,,,,
40403,8th Congressional District COPE AFL-CIO,,,,,,,,,,,
40041,Minn Women's Political Caucus/PAC,,,,,,,,,,,
41079,Choice in Minnesota Health Care,,,,,,,,,,,
30644,Action4Liberty,,,,,,,,,,,
40990,Real Republican Majority-Minn,,,,,,,,,,,
30625,WIN Minnesota Political Action Fund,,,,,,,,,,,
30579,SEH Employees Minn Committee,,,,,,,,,,,
30572,AFSCME Local 306,,,,,,,,,,,
70042,Secretary of State Project - Minnesota,,,"$1,700.00 ",,,,,,,,
70009,Minn ACORN Political Action Committee,,,"$4,336.47 ",,,,,,,,
40971,Private Citizens for Hutchinson,,,,,"$7,862.00 ",,,,,,
40963,TRUTH PAC,,,$796.05 ,,,,,,,,
40895,Citizens for the Sensible Center,,,"$1,075.68 ",,,,,,,,
40958,Sportsmen for Change,,,,"$16,037.03 ",,,,,,,
40906,MetroNorth Chamber of Commerce PAC,,,$165.81 ,"$1,326.48 ",,,,,,,
40944,Alliance for a Better Minnesota,,,"$2,324,200.60 ",,,,,,,,
30255,St Croix Valley Central Labor Union,,,$231.16 ,,,,,,,,
41042,Hunting and Angling Club,,,,,,,,,,,
41082,ZacPAC,,,,,,,,,,,
41080,New Americans,,,,,,,,,,,
30646,Citizens for Smith,,,,,,,,,,,
41078,Spec Corp for Ethics and Justice in America,,,,,,,,,,,
40954,America Votes - Minnesota,,,"$3,230.47 ",,,,,,,,
41062,Whig Party of Minnesota,,,,,,,,,,,
41060,Minn Solutions,,,,,,,,,,,
41059,Driving MN,,,,,,,,,,,
41056,Canary Party of Minnesota,,,,,,,,,,,
41055,Stop Zebra Mussel Association,,,,,,,,,,,
41052,Canterbury Park,,,,,,,,,,,
40983,Maplewood Voters Coalition,,,,,,,,,,,
41048,Twin Cities Jewish Community PAC,,,,,,,,,,,
40988,Maplewood Voters,,,,,,,,,,,
41037,Expose The Truth.com,,,,,,,,,,,
41034,Minnesotans for Personal Choice & Competition in Health Care,,,,,,,,,,,
41030,Justice in Minnesota,,,,,,,,,,,
41029,Ecology Democracy Party,,,,,,,,,,,
41019,Minn Open Progressives Political Committee,,,,,,,,,,,
41018,Draft R T Rybak For Governor,,,,,,,,,,,
41015,Independent Republican Party of Minn,,,,,,,,,,,
41010,LISA PAC Minn,,,,,,,,,,,
41008,League of Young Voters PAC,,,,,,,,,,,
40993,DFL Senior Caucus,,,,,,,,,,,
41085,Small Business Minnesota Political Action Committee,,,,,,,,,,,
41049,State Fund for Economic Growth LLC,,,,,,,,,,,
